PFPR,TREATMENT_COVERAGE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,TIME_PARTNER_DRUG_RES_FREQ_TO_1p,TIME_PARTNER_DRUG_RES_FREQ_TO_5p,TIME_PARTNER_DRUG_RES_FREQ_TO_10p,TIME_PARTNER_DRUG_RES_FREQ_TO_20p
1.0,0.2,0.01,22.6055,34.8384,39.6603,27.5945,40.0849,,,,,,,0.030137,4.00548,8.79452,25.9233
1.0,0.2,0.01,7.04384,25.7836,30.4411,27.9315,33.3233,,,,,,,0.0438356,22.1726,26.011,29.0082
1.0,0.2,0.01,45,45,45,39.4603,40.0849,,,,,,,0.290411,22.9315,27.2438,31.7973
1.0,0.2,0.01,9.98356,14.7671,19.3315,17.8685,23.4356,,,,,,,0.0958904,13.7973,16.7781,19.0959
1.0,0.2,0.01,4.13151,34.0904,39.2411,32.4137,40.0849,,,,,,,0.115068,7.18904,8.67397,21.5041
1.0,0.2,0.01,10.6685,19.8904,26.0658,22.8767,29.474,,,,,,,0.0849315,11.6603,12.6822,23.1507
1.0,0.2,0.01,10.6685,45,45,40.0849,40.0849,,,,,,,0.0438356,45,45,45
1.0,0.2,0.01,11.8932,25.1534,45,40.0849,40.0849,,,,,,,0.2,45,45,45
1.0,0.2,0.01,25.011,37.9753,45,40.0849,40.0849,,,,,,,0.00273973,31.126,37.4904,45
1.0,0.2,0.01,18.7726,45,45,30.5616,40.0849,,,,,,,0.339726,4.12055,11.1096,17.5534
1.0,0.2,0.01,16.5315,25.7808,31.6466,19.9288,36.011,,,,,,,0.167123,5.06575,10.3479,22.3123
1.0,0.2,0.01,8.12603,15.0493,20.1068,16.6932,25.7808,,,,,,,0.227397,10.4712,13.2822,19.1863
1.0,0.2,0.01,14.4712,28.5671,45,40.0849,40.0849,,,,,,,0.356164,8.45753,25.8795,45
1.0,0.2,0.01,39.0219,45,45,40.0849,40.0849,,,,,,,0.0630137,14.5671,45,45
1.0,0.2,0.01,4.56986,45,45,40.0849,40.0849,,,,,,,0.0383562,6.52603,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.0410959,45,45,45
1.0,0.2,0.01,14.8055,34.4192,37.1616,35.4603,40.0849,,,,,,,0.0493151,29.6384,34.4192,36.2521
1.0,0.2,0.01,7.6274,45,45,40.0849,40.0849,,,,,,,0.0164384,45,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.0356164,45,45,45
1.0,0.2,0.01,16.1288,30.1836,34.2658,30.7808,38.2904,,,,,,,0.0876712,5.53425,17.7479,30.8
1.0,0.2,0.01,38.2329,45,45,40.0849,40.0849,,,,,,,0.0684932,45,45,45
1.0,0.2,0.01,30.6027,39.8438,45,38.5863,40.0849,,,,,,,20.0027,23.7096,25.1808,33.4384
1.0,0.2,0.01,8.48767,30.4274,38.7836,22.2822,40.0849,,,,,,,0.00821918,4.89315,11.2164,15.5671
1.0,0.2,0.01,20.2027,45,45,40.0849,40.0849,,,,,,,1.87945,45,45,45
1.0,0.2,0.01,18.811,45,45,40.0849,40.0849,,,,,,,0.00273973,45,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.00821918,45,45,45
1.0,0.2,0.01,6.46301,45,45,40.0849,40.0849,,,,,,,2.85205,9.66849,45,45
1.0,0.2,0.01,11.2027,29.8274,34.2247,35.4521,40.0849,,,,,,,0.123288,30.3342,33.1836,35.5178
1.0,0.2,0.01,4.05479,8.53973,15.0082,10.3973,19.4685,,,,,,,0.263014,4.53973,5.95616,11.3726
1.0,0.2,0.01,39.8877,45,45,40.0849,40.0849,,,,,,,0.0821918,8.80548,31.989,45
1.0,0.2,0.01,32.8411,45,45,40.0849,40.0849,,,,,,,0.0164384,45,45,45
1.0,0.2,0.01,11.1123,45,45,40.0849,40.0849,,,,,,,0.0438356,45,45,45
1.0,0.2,0.01,36.3315,45,45,40.0849,40.0849,,,,,,,0.254795,38.2767,45,45
1.0,0.2,0.01,31.2658,45,45,38.1507,40.0849,,,,,,,0.00821918,7.12329,12.7068,32.6137
1.0,0.2,0.01,4.53151,17.6055,22.937,17.9945,27.7178,,,,,,,0.709589,6.11507,9.43562,20.5315
1.0,0.2,0.01,23.137,45,45,40.0849,40.0849,,,,,,,0.10137,31.9068,45,45
1.0,0.2,0.01,39.2603,45,45,40.0849,40.0849,,,,,,,0.238356,45,45,45
1.0,0.2,0.01,3.91781,12.3699,24.3644,9.66027,26.4658,,,,,,,0.0438356,4.46575,5.26301,12.9836
1.0,0.2,0.01,10.0082,45,45,40.0849,40.0849,,,,,,,0.00547945,20.2685,28.6932,38.3781
1.0,0.2,0.01,3.36438,45,45,40.0849,40.0849,,,,,,,0.128767,11.0904,12.3096,39.6603
1.0,0.2,0.10,9.92329,20.3726,23.4466,12.526,24.6164,,,,,,,0.00273973,0.00273973,3.03288,8.05479
1.0,0.2,0.10,1.87671,45,45,10.6301,40.0849,,,,,,,0.00273973,0.00273973,1.06849,4.3863
1.0,0.2,0.10,2.16986,7.9726,13.7452,7.02466,17.3918,,,,,,,0.00273973,0.00273973,0.39726,5.33699
1.0,0.2,0.10,11.6438,31.3616,35.6082,13.1041,34.9315,,,,,,,0.00273973,0.00273973,0.632877,7.32329
1.0,0.2,0.10,16.3425,21.9918,28.5315,12.2767,30.2658,,,,,,,0.00273973,0.00273973,0.00273973,6.1589
1.0,0.2,0.10,26.9699,37.1616,45,33.6712,40.0849,,,,,,,0.00273973,0.00273973,0.438356,29.8685
1.0,0.2,0.10,3.51507,14.389,26.8877,6.55616,32.0164,,,,,,,0.00273973,0.00273973,0.586301,3.50411
1.0,0.2,0.10,6.50411,11.4137,18.6027,8.51233,18.5918,,,,,,,0.00273973,0.00273973,0.816438,5.6274
1.0,0.2,0.10,2.03836,45,45,29.1671,40.0849,,,,,,,0.00273973,0.00273973,1.0274,19.1425
1.0,0.2,0.10,9.68767,34.9205,40.0438,20.1781,40.0849,,,,,,,0.00273973,0.00273973,0.254795,8.0137
1.0,0.2,0.10,6.05753,12.3233,17.3096,11.4438,19.6603,,,,,,,0.00273973,0.00273973,0.646575,10.863
1.0,0.2,0.10,25.6904,45,45,31.337,40.0849,,,,,,,0.00273973,0.00273973,3.35068,20.7945
1.0,0.2,0.10,3.68219,19.2603,23.2219,13.6164,27.3014,,,,,,,0.00273973,0.00273973,1.16438,3.95616
1.0,0.2,0.10,5.87397,11.7836,16.2685,11.9808,21.5151,,,,,,,0.00273973,0.00273973,6,13.7068
1.0,0.2,0.10,11.8877,23.8493,28.589,20.1616,29.6247,,,,,,,0.00273973,0.00273973,0.287671,17.3808
1.0,0.2,0.10,5.80822,12.6904,17.3452,11.937,20.4027,,,,,,,0.00273973,0.00273973,0.0684932,12.6877
1.0,0.2,0.10,2.42192,12.4986,17.0767,14.074,19.1233,,,,,,,0.00273973,0.00273973,0.424658,12.4548
1.0,0.2,0.10,10.4795,21.5151,26.6192,12.6986,38.0795,,,,,,,0.00273973,0.00273973,0.0575342,9.10411
1.0,0.2,0.10,15.0466,38.7233,45,17.9644,40.0849,,,,,,,0.00273973,0.00273973,0.0410959,7.71781
1.0,0.2,0.10,5.00274,17.4027,24.0822,15.6466,26.989,,,,,,,0.00273973,0.00273973,0.175342,4.23288
1.0,0.2,0.10,25.8493,31.9671,45,27.463,40.0849,,,,,,,0.00273973,0.00273973,0.221918,10.6438
1.0,0.2,0.10,13.5781,39.1096,45,40.0849,40.0849,,,,,,,0.00273973,0.00273973,45,45
1.0,0.2,0.10,12.5425,24.1562,27.4384,14.4877,30.4685,,,,,,,0.00273973,0.00273973,0.090411,3.54795
